table_id,row_id,_b_state_or_location_and_agency_b_full_path,_b_state_or_location_and_agency_b_level_1,_b_state_or_location_and_agency_b_level_2,_b_state_or_location_and_agency_b_level_3,_b_state_or_location_and_agency_b_level_4,_b_state_or_location_and_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments
10857,r660,Oklahoma -> Departments -> Department of Veterans Affairs,Oklahoma,Departments,Department of Veterans Affairs,,3,8811,8811,0,0,0,0,0
10857,r661,Oklahoma -> Other agencies,Oklahoma,Other agencies,,,2,,,,,,,
10857,r662,Oklahoma -> Other agencies -> Environmental Protection Agency,Oklahoma,Other agencies,Environmental Protection Agency,,3,6946,6181,0,764,0,0,0
10857,r663,Oklahoma -> Other agencies -> National Aeronautics and Space Administration,Oklahoma,Other agencies,National Aeronautics and Space Administration,,3,23012,852,0,2575,19345,240,0
10857,r664,Oklahoma -> Other agencies -> National Science Foundation,Oklahoma,Other agencies,National Science Foundation,,3,40088,0,0,756,38390,0,942
10857,r665,Oregon,Oregon,,,,1,812145,142582,0,99693,528914,34988,5969
10857,r666,Oregon -> Departments,Oregon,Departments,,,2,,,,,,,
10857,r667,Oregon -> Departments -> Department of Agriculture,Oregon,Departments,Department of Agriculture,,3,81642,56693,0,495,23809,615,30
10857,r668,Oregon -> Departments -> Department of Commerce,Oregon,Departments,Department of Commerce,,3,4974,0,0,1071,3663,240,0
10857,r669,Oregon -> Departments -> Department of Defense,Oregon,Departments,Department of Defense,,3,71578,938,0,41313,26450,2877,0
10857,r670,Oregon -> Departments -> Department of Education,Oregon,Departments,Department of Education,,3,7451,0,0,250,4796,2150,256
10857,r671,Oregon -> Departments -> Department of Energy,Oregon,Departments,Department of Energy,,3,51123,0,0,23714,15769,11639,0
10857,r672,Oregon -> Departments -> Department of Health and Human Services,Oregon,Departments,Department of Health and Human Services,,3,398675,151,0,23364,358101,15738,1322
10857,r673,Oregon -> Departments -> Department of Homeland Security,Oregon,Departments,Department of Homeland Security,,3,550,0,0,150,401,0,0
10857,r674,Oregon -> Departments -> Department of the Interior,Oregon,Departments,Department of the Interior,,3,21515,19047,0,0,1718,122,627
10857,r675,Oregon -> Departments -> Department of Transportation,Oregon,Departments,Department of Transportation,,3,6726,2522,0,25,797,0,3383
10857,r676,Oregon -> Departments -> Department of Veterans Affairs,Oregon,Departments,Department of Veterans Affairs,,3,52983,52983,0,0,0,0,0
10857,r677,Oregon -> Other agencies,Oregon,Other agencies,,,2,,,,,,,
10857,r678,Oregon -> Other agencies -> Environmental Protection Agency,Oregon,Other agencies,Environmental Protection Agency,,3,10489,10248,0,213,28,0,0
10857,r679,Oregon -> Other agencies -> National Aeronautics and Space Administration,Oregon,Other agencies,National Aeronautics and Space Administration,,3,11658,0,0,4576,7064,18,0
10857,r680,Oregon -> Other agencies -> National Science Foundation,Oregon,Other agencies,National Science Foundation,,3,91628,0,0,4261,85426,1589,352
10857,r681,Oregon -> Other agencies -> Nuclear Regulatory Commission,Oregon,Other agencies,Nuclear Regulatory Commission,,3,1153,0,0,260,893,0,0
10857,r682,Pennsylvania,Pennsylvania,,,,1,4911808,443164,42166,1453858,2554197,404953,13470
10857,r683,Pennsylvania -> Departments,Pennsylvania,Departments,,,2,,,,,,,
10857,r684,Pennsylvania -> Departments -> Department of Agriculture,Pennsylvania,Departments,Department of Agriculture,,3,78487,50642,0,293,27282,269,0
10857,r685,Pennsylvania -> Departments -> Department of Commerce,Pennsylvania,Departments,Department of Commerce,,3,11961,274,0,5241,2938,3508,0
10857,r686,Pennsylvania -> Departments -> Department of Defense,Pennsylvania,Departments,Department of Defense,,3,1578904,279396,42166,766782,444456,46104,0
10857,r687,Pennsylvania -> Departments -> Department of Education,Pennsylvania,Departments,Department of Education,,3,17794,0,0,396,11221,5795,382
10857,r688,Pennsylvania -> Departments -> Department of Energy,Pennsylvania,Departments,Department of Energy,,3,419012,27335,0,333787,57172,633,85
10857,r689,Pennsylvania -> Departments -> Department of Health and Human Services,Pennsylvania,Departments,Department of Health and Human Services,,3,2310525,23198,0,228651,1708523,344111,6042
10857,r690,Pennsylvania -> Departments -> Department of Homeland Security,Pennsylvania,Departments,Department of Homeland Security,,3,11176,255,0,10621,300,0,0
10857,r691,Pennsylvania -> Departments -> Department of the Interior,Pennsylvania,Departments,Department of the Interior,,3,11108,9348,0,292,1293,39,136
10857,r692,Pennsylvania -> Departments -> Department of Justice,Pennsylvania,Departments,Department of Justice,,3,4850,0,0,0,4164,686,0
10857,r693,Pennsylvania -> Departments -> Department of Transportation,Pennsylvania,Departments,Department of Transportation,,3,50907,0,0,35990,6757,1336,6824
10857,r694,Pennsylvania -> Departments -> Department of Veterans Affairs,Pennsylvania,Departments,Department of Veterans Affairs,,3,48705,48705,0,0,0,0,0
10857,r695,Pennsylvania -> Other agencies,Pennsylvania,Other agencies,,,2,,,,,,,
10857,r696,Pennsylvania -> Other agencies -> Environmental Protection Agency,Pennsylvania,Other agencies,Environmental Protection Agency,,3,11004,0,0,9491,1513,0,0
10857,r697,Pennsylvania -> Other agencies -> National Aeronautics and Space Administration,Pennsylvania,Other agencies,National Aeronautics and Space Administration,,3,83499,4011,0,53594,25846,48,0
10857,r698,Pennsylvania -> Other agencies -> National Science Foundation,Pennsylvania,Other agencies,National Science Foundation,,3,271200,0,0,8167,260608,2425,0
10857,r699,Pennsylvania -> Other agencies -> Nuclear Regulatory Commission,Pennsylvania,Other agencies,Nuclear Regulatory Commission,,3,2483,0,0,553,1930,0,0
10857,r700,Pennsylvania -> Other agencies -> Social Security Administration,Pennsylvania,Other agencies,Social Security Administration,,3,193,0,0,0,193,0,0
10857,r701,Rhode Island,Rhode Island,,,,1,894706,327071,0,204732,263923,89491,9490
10857,r702,Rhode Island -> Departments,Rhode Island,Departments,,,2,,,,,,,
10857,r703,Rhode Island -> Departments -> Department of Agriculture,Rhode Island,Departments,Department of Agriculture,,3,3036,585,0,0,2404,32,15
10857,r704,Rhode Island -> Departments -> Department of Commerce,Rhode Island,Departments,Department of Commerce,,3,22701,0,0,0,22647,54,0
10857,r705,Rhode Island -> Departments -> Department of Defense,Rhode Island,Departments,Department of Defense,,3,521198,296087,0,196703,27816,292,300
10857,r706,Rhode Island -> Departments -> Department of Education,Rhode Island,Departments,Department of Education,,3,5940,0,0,0,5388,0,553
10857,r707,Rhode Island -> Departments -> Department of Energy,Rhode Island,Departments,Department of Energy,,3,6667,0,0,924,5470,225,48
10857,r708,Rhode Island -> Departments -> Department of Health and Human Services,Rhode Island,Departments,Department of Health and Human Services,,3,256652,0,0,6146,156377,86677,7452
10857,r709,Rhode Island -> Departments -> Department of the Interior,Rhode Island,Departments,Department of the Interior,,3,321,74,0,0,247,0,0
10857,r710,Rhode Island -> Departments -> Department of Transportation,Rhode Island,Departments,Department of Transportation,,3,2122,0,0,0,1000,0,1122
10857,r711,Rhode Island -> Departments -> Department of Veterans Affairs,Rhode Island,Departments,Department of Veterans Affairs,,3,21049,21049,0,0,0,0,0
10857,r712,Rhode Island -> Other agencies,Rhode Island,Other agencies,,,2,,,,,,,
10857,r713,Rhode Island -> Other agencies -> Environmental Protection Agency,Rhode Island,Other agencies,Environmental Protection Agency,,3,9272,9272,0,0,0,0,0
10857,r714,Rhode Island -> Other agencies -> National Aeronautics and Space Administration,Rhode Island,Other agencies,National Aeronautics and Space Administration,,3,4647,4,0,447,4126,70,0
10857,r715,Rhode Island -> Other agencies -> National Science Foundation,Rhode Island,Other agencies,National Science Foundation,,3,41100,0,0,512,38447,2141,0
10857,r716,South Carolina,South Carolina,,,,1,1162399,166835,80446,350916,323392,231091,9718
10857,r717,South Carolina -> Departments,South Carolina,Departments,,,2,,,,,,,
10857,r718,South Carolina -> Departments -> Department of Agriculture,South Carolina,Departments,Department of Agriculture,,3,33368,16287,0,0,16659,423,0
10857,r719,South Carolina -> Departments -> Department of Commerce,South Carolina,Departments,Department of Commerce,,3,13484,10047,0,0,2799,77,561
10857,r720,South Carolina -> Departments -> Department of Defense,South Carolina,Departments,Department of Defense,,3,686757,102221,8868,320299,28141,227227,0
10857,r721,South Carolina -> Departments -> Department of Education,South Carolina,Departments,Department of Education,,3,3482,0,0,0,3482,0,0
10857,r722,South Carolina -> Departments -> Department of Energy,South Carolina,Departments,Department of Energy,,3,91455,81,70577,4519,16199,0,79
10857,r723,South Carolina -> Departments -> Department of Health and Human Services,South Carolina,Departments,Department of Health and Human Services,,3,241852,0,0,19349,213944,1679,6880
10857,r724,South Carolina -> Departments -> Department of Homeland Security,South Carolina,Departments,Department of Homeland Security,,3,4751,0,1000,3751,0,0,0
10857,r725,South Carolina -> Departments -> Department of the Interior,South Carolina,Departments,Department of the Interior,,3,1580,921,0,4,552,0,104
10857,r726,South Carolina -> Departments -> Department of Transportation,South Carolina,Departments,Department of Transportation,,3,4787,0,0,2142,551,0,2094
10857,r727,South Carolina -> Departments -> Department of Veterans Affairs,South Carolina,Departments,Department of Veterans Affairs,,3,37095,37095,0,0,0,0,0
10857,r728,South Carolina -> Other agencies,South Carolina,Other agencies,,,2,,,,,,,
10857,r729,South Carolina -> Other agencies -> Environmental Protection Agency,South Carolina,Other agencies,Environmental Protection Agency,,3,415,0,0,0,415,0,0
10857,r730,South Carolina -> Other agencies -> National Aeronautics and Space Administration,South Carolina,Other agencies,National Aeronautics and Space Administration,,3,5078,1,0,368,4709,0,0
10857,r731,South Carolina -> Other agencies -> National Science Foundation,South Carolina,Other agencies,National Science Foundation,,3,36860,183,0,484,34508,1686,0
10857,r732,South Carolina -> Other agencies -> Nuclear Regulatory Commission,South Carolina,Other agencies,Nuclear Regulatory Commission,,3,1350,0,0,0,1350,0,0
10857,r733,South Carolina -> Other agencies -> Social Security Administration,South Carolina,Other agencies,Social Security Administration,,3,84,0,0,0,84,0,0
10857,r734,South Dakota,South Dakota,,,,1,134466,23536,0,13468,41241,22776,33446
10857,r735,South Dakota -> Departments,South Dakota,Departments,,,2,,,,,,,
10857,r736,South Dakota -> Departments -> Department of Agriculture,South Dakota,Departments,Department of Agriculture,,3,13703,2888,0,0,10383,400,32
10857,r737,South Dakota -> Departments -> Department of Commerce,South Dakota,Departments,Department of Commerce,,3,91,0,0,91,0,0,0
10857,r738,South Dakota -> Departments -> Department of Defense,South Dakota,Departments,Department of Defense,,3,15588,7267,0,7075,1247,0,0
10857,r739,South Dakota -> Departments -> Department of Energy,South Dakota,Departments,Department of Energy,,3,28945,165,0,2325,1905,0,24550
10857,r740,South Dakota -> Departments -> Department of Health and Human Services,South Dakota,Departments,Department of Health and Human Services,,3,35677,0,0,823,13468,14272,7115
10857,r741,South Dakota -> Departments -> Department of the Interior,South Dakota,Departments,Department of the Interior,,3,15,15,0,0,0,0,0
10857,r742,South Dakota -> Departments -> Department of Transportation,South Dakota,Departments,Department of Transportation,,3,1749,0,0,0,0,0,1749
10857,r743,South Dakota -> Departments -> Department of Veterans Affairs,South Dakota,Departments,Department of Veterans Affairs,,3,583,583,0,0,0,0,0
10857,r744,South Dakota -> Other agencies,South Dakota,Other agencies,,,2,,,,,,,
10857,r745,South Dakota -> Other agencies -> National Aeronautics and Space Administration,South Dakota,Other agencies,National Aeronautics and Space Administration,,3,16861,12618,0,3154,1089,0,0
10857,r746,South Dakota -> Other agencies -> National Science Foundation,South Dakota,Other agencies,National Science Foundation,,3,21254,0,0,0,13150,8104,0
10857,r747,Tennessee,Tennessee,,,,1,3385285,358907,1293848,769510,841291,111921,9808
10857,r748,Tennessee -> Departments,Tennessee,Departments,,,2,,,,,,,
10857,r749,Tennessee -> Departments -> Department of Agriculture,Tennessee,Departments,Department of Agriculture,,3,49050,14904,0,0,33722,0,424
10857,r750,Tennessee -> Departments -> Department of Commerce,Tennessee,Departments,Department of Commerce,,3,736,0,0,0,736,0,0
10857,r751,Tennessee -> Departments -> Department of Defense,Tennessee,Departments,Department of Defense,,3,516876,272526,9844,160981,70566,2959,0
10857,r752,Tennessee -> Departments -> Department of Education,Tennessee,Departments,Department of Education,,3,5486,0,0,0,5486,0,0
10857,r753,Tennessee -> Departments -> Department of Energy,Tennessee,Departments,Department of Energy,,3,1508675,14324,1272875,158704,55543,3600,3629
10857,r754,Tennessee -> Departments -> Department of Health and Human Services,Tennessee,Departments,Department of Health and Human Services,,3,679140,397,598,7443,571959,97875,869
10857,r755,Tennessee -> Departments -> Department of Homeland Security,Tennessee,Departments,Department of Homeland Security,,3,8719,347,1601,5553,1219,0,0
10857,r756,Tennessee -> Departments -> Department of the Interior,Tennessee,Departments,Department of the Interior,,3,8609,8073,0,0,420,0,115
10857,r757,Tennessee -> Departments -> Department of Justice,Tennessee,Departments,Department of Justice,,3,396,0,0,0,396,0,0
10857,r758,Tennessee -> Departments -> Department of Transportation,Tennessee,Departments,Department of Transportation,,3,8195,0,1625,663,1135,0,4771
10857,r759,Tennessee -> Departments -> Department of Veterans Affairs,Tennessee,Departments,Department of Veterans Affairs,,3,38979,38979,0,0,0,0,0
10857,r760,Tennessee -> Other agencies,Tennessee,Other agencies,,,2,,,,,,,
10857,r761,Tennessee -> Other agencies -> Appalachian Regional Commission,Tennessee,Other agencies,Appalachian Regional Commission,,3,148,0,0,0,148,0,0
10857,r762,Tennessee -> Other agencies -> Environmental Protection Agency,Tennessee,Other agencies,Environmental Protection Agency,,3,41412,0,444,40968,0,0,0
10857,r763,Tennessee -> Other agencies -> National Aeronautics and Space Administration,Tennessee,Other agencies,National Aeronautics and Space Administration,,3,402392,8607,0,369440,24345,0,0
10857,r764,Tennessee -> Other agencies -> National Science Foundation,Tennessee,Other agencies,National Science Foundation,,3,80405,750,0,4002,74664,988,0
10857,r765,Tennessee -> Other agencies -> Nuclear Regulatory Commission,Tennessee,Other agencies,Nuclear Regulatory Commission,,3,7812,0,6862,0,950,0,0
10857,r766,Tennessee -> Other agencies -> Tennessee Valley Authority,Tennessee,Other agencies,Tennessee Valley Authority,,3,28254,0,0,21756,0,6498,0
10857,r767,Texas,Texas,,,,1,5475314,600451,38073,2060666,2518004,189690,68430
10857,r768,Texas -> Departments,Texas,Departments,,,2,,,,,,,
10857,r769,Texas -> Departments -> Department of Agriculture,Texas,Departments,Department of Agriculture,,3,145542,50100,0,1694,89056,4693,0
10857,r770,Texas -> Departments -> Department of Commerce,Texas,Departments,Department of Commerce,,3,12415,0,0,1571,10844,0,0
10857,r771,Texas -> Departments -> Department of Defense,Texas,Departments,Department of Defense,,3,2032364,483776,36349,1245687,250449,16075,30
10857,r772,Texas -> Departments -> Department of Education,Texas,Departments,Department of Education,,3,28335,0,0,250,22738,2802,2545
10857,r773,Texas -> Departments -> Department of Energy,Texas,Departments,Department of Energy,,3,141202,227,0,28374,107781,4693,128
10857,r774,Texas -> Departments -> Department of Health and Human Services,Texas,Departments,Department of Health and Human Services,,3,1769766,0,0,71760,1591780,72205,34020
10857,r775,Texas -> Departments -> Department of Homeland Security,Texas,Departments,Department of Homeland Security,,3,16410,0,203,12017,250,3940,0
10857,r776,Texas -> Departments -> Department of the Interior,Texas,Departments,Department of the Interior,,3,15670,9670,0,2141,2392,365,1102
10857,r777,Texas -> Departments -> Department of Justice,Texas,Departments,Department of Justice,,3,3866,0,0,0,3866,0,0
10857,r778,Texas -> Departments -> Department of Transportation,Texas,Departments,Department of Transportation,,3,36520,0,0,7197,3631,1549,24143
10857,r779,Texas -> Departments -> Department of Veterans Affairs,Texas,Departments,Department of Veterans Affairs,,3,55302,55302,0,0,0,0,0
10857,r780,Texas -> Other agencies,Texas,Other agencies,,,2,,,,,,,
10857,r781,Texas -> Other agencies -> Agency for International Development,Texas,Other agencies,Agency for International Development,,3,3000,0,0,0,3000,0,0
10857,r782,Texas -> Other agencies -> Appalachian Regional Commission,Texas,Other agencies,Appalachian Regional Commission,,3,250,0,0,250,0,0,0
10857,r783,Texas -> Other agencies -> Environmental Protection Agency,Texas,Other agencies,Environmental Protection Agency,,3,4637,0,0,2144,2494,0,0
10857,r784,Texas -> Other agencies -> National Aeronautics and Space Administration,Texas,Other agencies,National Aeronautics and Space Administration,,3,807147,1375,0,674458,50256,81056,3
10857,r785,Texas -> Other agencies -> National Science Foundation,Texas,Other agencies,National Science Foundation,,3,393900,0,0,13068,378518,2314,0
10857,r786,Texas -> Other agencies -> Nuclear Regulatory Commission,Texas,Other agencies,Nuclear Regulatory Commission,,3,2527,0,1522,55,950,0,0
10857,r787,Texas -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,Texas,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,3,6460,0,0,0,0,0,6460
10857,r788,Utah,Utah,,,,1,3196264,333801,0,2387391,467595,5667,1810
10857,r789,Utah -> Departments,Utah,Departments,,,2,,,,,,,
10857,r790,Utah -> Departments -> Department of Agriculture,Utah,Departments,Department of Agriculture,,3,31708,24679,0,775,6248,0,6
10857,r791,Utah -> Departments -> Department of Commerce,Utah,Departments,Department of Commerce,,3,1000,0,0,102,898,0,0
10857,r792,Utah -> Departments -> Department of Defense,Utah,Departments,Department of Defense,,3,2580287,247974,0,2242892,85513,3909,0
10857,r793,Utah -> Departments -> Department of Education,Utah,Departments,Department of Education,,3,487,0,0,0,487,0,0
10857,r794,Utah -> Departments -> Department of Energy,Utah,Departments,Department of Energy,,3,61765,0,0,21406,40264,95,0
10857,r795,Utah -> Departments -> Department of Health and Human Services,Utah,Departments,Department of Health and Human Services,,3,292838,0,0,44224,247003,1385,227
10857,r796,Utah -> Departments -> Department of Homeland Security,Utah,Departments,Department of Homeland Security,,3,318,0,0,318,0,0,0
10857,r797,Utah -> Departments -> Department of the Interior,Utah,Departments,Department of the Interior,,3,12715,11458,0,0,389,278,589
10857,r798,Utah -> Departments -> Department of Justice,Utah,Departments,Department of Justice,,3,76,0,0,0,76,0,0
10857,r799,Utah -> Departments -> Department of Transportation,Utah,Departments,Department of Transportation,,3,2666,0,0,1676,1,0,989
10857,r800,Utah -> Departments -> Department of Veterans Affairs,Utah,Departments,Department of Veterans Affairs,,3,49342,49342,0,0,0,0,0
10857,r801,Utah -> Other agencies,Utah,Other agencies,,,2,,,,,,,
10857,r802,Utah -> Other agencies -> Agency for Global Media,Utah,Other agencies,Agency for Global Media,,3,183,17,0,166,0,0,0
10857,r803,Utah -> Other agencies -> Environmental Protection Agency,Utah,Other agencies,Environmental Protection Agency,,3,181,0,0,181,0,0,0
10857,r804,Utah -> Other agencies -> National Aeronautics and Space Administration,Utah,Other agencies,National Aeronautics and Space Administration,,3,88512,329,0,73412,14771,0,0
10857,r805,Utah -> Other agencies -> National Science Foundation,Utah,Other agencies,National Science Foundation,,3,74185,0,0,2241,71944,0,0
10857,r806,Vermont,Vermont,,,,1,161740,13288,0,37833,97596,3771,9252
10857,r807,Vermont -> Departments,Vermont,Departments,,,2,,,,,,,
10857,r808,Vermont -> Departments -> Department of Agriculture,Vermont,Departments,Department of Agriculture,,3,26326,4892,0,0,21434,0,0
10857,r809,Vermont -> Departments -> Department of Commerce,Vermont,Departments,Department of Commerce,,3,3118,0,0,0,3118,0,0
10857,r810,Vermont -> Departments -> Department of Defense,Vermont,Departments,Department of Defense,,3,18986,0,0,14530,850,3606,0
10857,r811,Vermont -> Departments -> Department of Energy,Vermont,Departments,Department of Energy,,3,3921,0,0,1170,2751,0,0
10857,r812,Vermont -> Departments -> Department of Health and Human Services,Vermont,Departments,Department of Health and Human Services,,3,81841,0,0,16779,56984,0,8078
10857,r813,Vermont -> Departments -> Department of Homeland Security,Vermont,Departments,Department of Homeland Security,,3,2320,0,0,2320,0,0,0
10857,r814,Vermont -> Departments -> Department of the Interior,Vermont,Departments,Department of the Interior,,3,2094,1297,0,20,712,0,66
10857,r815,Vermont -> Departments -> Department of Justice,Vermont,Departments,Department of Justice,,3,165,0,0,0,0,165,0
10857,r816,Vermont -> Departments -> Department of Transportation,Vermont,Departments,Department of Transportation,,3,2453,0,0,150,1195,0,1108
10857,r817,Vermont -> Departments -> Department of Veterans Affairs,Vermont,Departments,Department of Veterans Affairs,,3,7100,7100,0,0,0,0,0
10857,r818,Vermont -> Other agencies,Vermont,Other agencies,,,2,,,,,,,
10857,r819,Vermont -> Other agencies -> National Aeronautics and Space Administration,Vermont,Other agencies,National Aeronautics and Space Administration,,3,839,0,0,839,0,0,0
10857,r820,Vermont -> Other agencies -> National Science Foundation,Vermont,Other agencies,National Science Foundation,,3,12064,0,0,1512,10553,0,0
10857,r821,Vermont -> Other agencies -> Nuclear Regulatory Commission,Vermont,Other agencies,Nuclear Regulatory Commission,,3,513,0,0,513,0,0,0
10857,r822,Virginia,Virginia,,,,1,10144002,2218305,780461,6214532,714862,201506,14336
10857,r823,Virginia -> Departments,Virginia,Departments,,,2,,,,,,,
10857,r824,Virginia -> Departments -> Department of Agriculture,Virginia,Departments,Department of Agriculture,,3,42558,1335,0,224,28439,12560,0
10857,r825,Virginia -> Departments -> Department of Commerce,Virginia,Departments,Department of Commerce,,3,14816,1999,0,1287,10855,675,0
10857,r826,Virginia -> Departments -> Department of Defense,Virginia,Departments,Department of Defense,,3,7356864,1954122,512671,4738075,76479,70853,4664
10857,r827,Virginia -> Departments -> Department of Education,Virginia,Departments,Department of Education,,3,12897,0,0,1724,9978,0,1195
10857,r828,Virginia -> Departments -> Department of Energy,Virginia,Departments,Department of Energy,,3,341095,5028,165829,133330,33524,3385,0
10857,r829,Virginia -> Departments -> Department of Health and Human Services,Virginia,Departments,Department of Health and Human Services,,3,704826,0,16909,258217,379669,49069,963
10857,r830,Virginia -> Departments -> Department of Homeland Security,Virginia,Departments,Department of Homeland Security,,3,194762,99881,171,91630,888,2193,0
10857,r831,Virginia -> Departments -> Department of the Interior,Virginia,Departments,Department of the Interior,,3,109301,104122,0,4720,0,56,403
10857,r832,Virginia -> Departments -> Department of Justice,Virginia,Departments,Department of Justice,,3,9382,300,0,4832,1170,2688,392
10857,r833,Virginia -> Departments -> Department of Transportation,Virginia,Departments,Department of Transportation,,3,171822,11586,666,109497,12667,30687,6719
10857,r834,Virginia -> Departments -> Department of the Treasury,Virginia,Departments,Department of the Treasury,,3,8904,0,2950,5954,0,0,0
10857,r835,Virginia -> Departments -> Department of Veterans Affairs,Virginia,Departments,Department of Veterans Affairs,,3,93548,19235,74313,0,0,0,0
10857,r836,Virginia -> Other agencies,Virginia,Other agencies,,,2,,,,,,,
10857,r837,Virginia -> Other agencies -> Administrative Office of the U.S. Courts,Virginia,Other agencies,Administrative Office of the U.S. Courts,,3,1443,0,1443,0,0,0,0
10857,r838,Virginia -> Other agencies -> Agency for Global Media,Virginia,Other agencies,Agency for Global Media,,3,909,85,0,824,0,0,0
10857,r839,Virginia -> Other agencies -> Agency for International Development,Virginia,Other agencies,Agency for International Development,,3,9929,800,0,3681,4685,763,0
10857,r840,Virginia -> Other agencies -> Appalachian Regional Commission,Virginia,Other agencies,Appalachian Regional Commission,,3,108,0,0,0,0,108,0
10857,r841,Virginia -> Other agencies -> Environmental Protection Agency,Virginia,Other agencies,Environmental Protection Agency,,3,27128,4067,0,21865,897,300,0
10857,r842,Virginia -> Other agencies -> National Aeronautics and Space Administration,Virginia,Other agencies,National Aeronautics and Space Administration,,3,879323,15692,530,828982,17262,16857,0
10857,r843,Virginia -> Other agencies -> National Science Foundation,Virginia,Other agencies,National Science Foundation,,3,156981,0,4980,4366,137334,10302,0
10857,r844,Virginia -> Other agencies -> Nuclear Regulatory Commission,Virginia,Other agencies,Nuclear Regulatory Commission,,3,3174,0,0,2324,850,0,0
10857,r845,Virginia -> Other agencies -> Social Security Administration,Virginia,Other agencies,Social Security Administration,,3,4230,54,0,3000,166,1010,0
10857,r846,Washington,Washington,,,,1,3576461,398649,568777,720909,1014970,823017,50139
10857,r847,Washington -> Departments,Washington,Departments,,,2,,,,,,,
10857,r848,Washington -> Departments -> Department of Agriculture,Washington,Departments,Department of Agriculture,,3,75796,39935,0,2419,30943,1820,679
10857,r849,Washington -> Departments -> Department of Commerce,Washington,Departments,Department of Commerce,,3,50195,24956,0,275,24746,218,0
10857,r850,Washington -> Departments -> Department of Defense,Washington,Departments,Department of Defense,,3,951429,248858,22586,540440,96857,42688,1
10857,r851,Washington -> Departments -> Department of Education,Washington,Departments,Department of Education,,3,4822,0,0,0,3273,1549,0
10857,r852,Washington -> Departments -> Department of Energy,Washington,Departments,Department of Energy,,3,608056,13,523836,46055,34097,3600,455
10857,r853,Washington -> Departments -> Department of Health and Human Services,Washington,Departments,Department of Health and Human Services,,3,1517651,4607,15736,53423,636851,762353,44682
10857,r854,Washington -> Departments -> Department of Homeland Security,Washington,Departments,Department of Homeland Security,,3,3600,2000,200,1320,0,0,80
10857,r855,Washington -> Departments -> Department of the Interior,Washington,Departments,Department of the Interior,,3,22476,18567,0,536,3074,0,299
10857,r856,Washington -> Departments -> Department of Transportation,Washington,Departments,Department of Transportation,,3,15466,0,0,5,11517,0,3944
10857,r857,Washington -> Departments -> Department of Veterans Affairs,Washington,Departments,Department of Veterans Affairs,,3,58730,58730,0,0,0,0,0
10857,r858,Washington -> Other agencies,Washington,Other agencies,,,2,,,,,,,
10857,r859,Washington -> Other agencies -> Agency for International Development,Washington,Other agencies,Agency for International Development,,3,9977,0,0,3900,1000,5077,0
10857,r860,Washington -> Other agencies -> Environmental Protection Agency,Washington,Other agencies,Environmental Protection Agency,,3,2077,0,19,2031,27,0,0
10857,r861,Washington -> Other agencies -> National Aeronautics and Space Administration,Washington,Other agencies,National Aeronautics and Space Administration,,3,81507,983,0,61665,17984,874,0
10857,r862,Washington -> Other agencies -> National Science Foundation,Washington,Other agencies,National Science Foundation,,3,168276,0,0,8837,154600,4838,0
10857,r863,Washington -> Other agencies -> Nuclear Regulatory Commission,Washington,Other agencies,Nuclear Regulatory Commission,,3,6404,0,6400,4,0,0,0
10857,r864,West Virginia,West Virginia,,,,1,212282,59322,0,48718,77573,15538,11131
10857,r865,West Virginia -> Departments,West Virginia,Departments,,,2,,,,,,,
10857,r866,West Virginia -> Departments -> Department of Agriculture,West Virginia,Departments,Department of Agriculture,,3,42415,26720,0,125,15406,125,40
10857,r867,West Virginia -> Departments -> Department of Commerce,West Virginia,Departments,Department of Commerce,,3,3223,0,0,0,1223,2000,0
10857,r868,West Virginia -> Departments -> Department of Defense,West Virginia,Departments,Department of Defense,,3,38603,79,0,36238,1732,554,0
10857,r869,West Virginia -> Departments -> Department of Energy,West Virginia,Departments,Department of Energy,,3,17831,16,0,9241,5909,2350,316
10857,r870,West Virginia -> Departments -> Department of Health and Human Services,West Virginia,Departments,Department of Health and Human Services,,3,81150,24418,0,400,46768,472,9091
10857,r871,West Virginia -> Departments -> Department of Homeland Security,West Virginia,Departments,Department of Homeland Security,,3,720,0,0,720,0,0,0
10857,r872,West Virginia -> Departments -> Department of the Interior,West Virginia,Departments,Department of the Interior,,3,5803,5233,0,0,391,0,178
10857,r873,West Virginia -> Departments -> Department of Justice,West Virginia,Departments,Department of Justice,,3,1013,0,0,0,1013,0,0
10857,r874,West Virginia -> Departments -> Department of Transportation,West Virginia,Departments,Department of Transportation,,3,2599,1754,0,0,0,0,845
10857,r875,West Virginia -> Departments -> Department of Veterans Affairs,West Virginia,Departments,Department of Veterans Affairs,,3,1102,1102,0,0,0,0,0
10857,r876,West Virginia -> Other agencies,West Virginia,Other agencies,,,2,,,,,,,
10857,r877,West Virginia -> Other agencies -> Appalachian Regional Commission,West Virginia,Other agencies,Appalachian Regional Commission,,3,100,0,0,86,14,0,0
10857,r878,West Virginia -> Other agencies -> Environmental Protection Agency,West Virginia,Other agencies,Environmental Protection Agency,,3,550,0,0,0,550,0,0
