table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_graduate_students_rank,field_all_graduate_students_total,field_all_graduate_students_science,field_all_graduate_students_engineering,field_all_graduate_students_health,field_master_s_students_rank,field_master_s_students_total,field_master_s_students_science,field_master_s_students_engineering,field_master_s_students_health,field_doctoral_students_rank,field_doctoral_students_total,field_doctoral_students_science,field_doctoral_students_engineering,field_doctoral_students_health
3542,r460,All institutions<sup>a</sup> -> Southeast Missouri State U.,All institutions<sup>a</sup>,Southeast Missouri State U.,2,459,141,141,0,0,423,141,141,0,0,394,0,0,0,0
3542,r461,All institutions<sup>a</sup> -> Molloy C.,All institutions<sup>a</sup>,Molloy C.,2,460,140,20,0,120,461,105,20,0,85,328,35,0,0,35
3542,r462,All institutions<sup>a</sup> -> Tuskegee U.,All institutions<sup>a</sup>,Tuskegee U.,2,461,138,115,8,15,507,77,54,8,15,299,61,61,0,0
3542,r463,"All institutions<sup>a</sup> -> Des Moines U., Osteopathic Medical Center",All institutions<sup>a</sup>,"Des Moines U., Osteopathic Medical Center",2,461,138,45,0,93,424,138,45,0,93,394,0,0,0,0
3542,r464,"All institutions<sup>a</sup> -> SUNY, New Paltz",All institutions<sup>a</sup>,"SUNY, New Paltz",2,461,138,58,14,66,424,138,58,14,66,394,0,0,0,0
3542,r465,All institutions<sup>a</sup> -> Abilene Christian U.,All institutions<sup>a</sup>,Abilene Christian U.,2,464,137,32,0,105,426,137,32,0,105,394,0,0,0,0
3542,r466,All institutions<sup>a</sup> -> Sul Ross State U.,All institutions<sup>a</sup>,Sul Ross State U.,2,464,137,112,0,25,426,137,112,0,25,394,0,0,0,0
3542,r467,All institutions<sup>a</sup> -> Niagara U.,All institutions<sup>a</sup>,Niagara U.,2,466,135,135,0,0,501,81,81,0,0,303,54,54,0,0
3542,r468,All institutions<sup>a</sup> -> American International C.,All institutions<sup>a</sup>,American International C.,2,466,135,135,0,0,465,103,103,0,0,333,32,32,0,0
3542,r469,All institutions<sup>a</sup> -> Lindenwood U.,All institutions<sup>a</sup>,Lindenwood U.,2,466,135,100,0,35,430,135,100,0,35,394,0,0,0,0
3542,r470,All institutions<sup>a</sup> -> Nicholls State U.,All institutions<sup>a</sup>,Nicholls State U.,2,466,135,135,0,0,430,135,135,0,0,394,0,0,0,0
3542,r471,All institutions<sup>a</sup> -> Morehouse School of Medicine,All institutions<sup>a</sup>,Morehouse School of Medicine,2,470,129,74,0,55,495,83,28,0,55,315,46,46,0,0
3542,r472,All institutions<sup>a</sup> -> Lincoln Memorial U.,All institutions<sup>a</sup>,Lincoln Memorial U.,2,470,129,129,0,0,435,127,127,0,0,392,2,2,0,0
3542,r473,All institutions<sup>a</sup> -> Salem State U.,All institutions<sup>a</sup>,Salem State U.,2,472,128,128,0,0,434,128,128,0,0,394,0,0,0,0
3542,r474,"All institutions<sup>a</sup> -> U. Maryland, Eastern Shore",All institutions<sup>a</sup>,"U. Maryland, Eastern Shore",2,473,126,116,0,10,503,79,78,0,1,312,47,38,0,9
3542,r475,"All institutions<sup>a</sup> -> CUNY, C. Staten Island",All institutions<sup>a</sup>,"CUNY, C. Staten Island",2,474,125,117,8,0,439,125,117,8,0,394,0,0,0,0
3542,r476,All institutions<sup>a</sup> -> U. Wisconsin-Platteville,All institutions<sup>a</sup>,U. Wisconsin-Platteville,2,474,125,1,124,0,439,125,1,124,0,394,0,0,0,0
3542,r477,All institutions<sup>a</sup> -> Hawaii Pacific U.,All institutions<sup>a</sup>,Hawaii Pacific U.,2,476,124,107,0,17,441,124,107,0,17,394,0,0,0,0
3542,r478,"All institutions<sup>a</sup> -> SUNY, Upstate Medical U.",All institutions<sup>a</sup>,"SUNY, Upstate Medical U.",2,477,123,123,0,0,649,5,5,0,0,262,118,118,0,0
3542,r479,All institutions<sup>a</sup> -> Florida Gulf Coast U.,All institutions<sup>a</sup>,Florida Gulf Coast U.,2,478,122,79,17,26,442,122,79,17,26,394,0,0,0,0
3542,r480,All institutions<sup>a</sup> -> Commonwealth Medical C.,All institutions<sup>a</sup>,Commonwealth Medical C.,2,479,121,121,0,0,443,121,121,0,0,394,0,0,0,0
3542,r481,All institutions<sup>a</sup> -> U. Wisconsin-Green Bay,All institutions<sup>a</sup>,U. Wisconsin-Green Bay,2,479,121,121,0,0,443,121,121,0,0,394,0,0,0,0
3542,r482,All institutions<sup>a</sup> -> MGH Institute of Health Professions,All institutions<sup>a</sup>,MGH Institute of Health Professions,2,481,120,0,0,120,445,120,0,0,120,394,0,0,0,0
3542,r483,"All institutions<sup>a</sup> -> California State U., Monterey Bay",All institutions<sup>a</sup>,"California State U., Monterey Bay",2,482,119,119,0,0,446,119,119,0,0,394,0,0,0,0
3542,r484,"All institutions<sup>a</sup> -> St. Mary's U., San Antonio",All institutions<sup>a</sup>,"St. Mary's U., San Antonio",2,482,119,83,36,0,446,119,83,36,0,394,0,0,0,0
3542,r485,All institutions<sup>a</sup> -> Texas A&M International U.,All institutions<sup>a</sup>,Texas A&M International U.,2,484,117,117,0,0,448,117,117,0,0,394,0,0,0,0
3542,r486,"All institutions<sup>a</sup> -> Inter American U. Puerto Rico, San German",All institutions<sup>a</sup>,"Inter American U. Puerto Rico, San German",2,485,114,114,0,0,472,96,96,0,0,363,18,18,0,0
3542,r487,All institutions<sup>a</sup> -> Cameron U.,All institutions<sup>a</sup>,Cameron U.,2,485,114,114,0,0,450,114,114,0,0,394,0,0,0,0
3542,r488,All institutions<sup>a</sup> -> Frostburg State U.,All institutions<sup>a</sup>,Frostburg State U.,2,485,114,114,0,0,450,114,114,0,0,394,0,0,0,0
3542,r489,All institutions<sup>a</sup> -> Millersville U. Pennsylvania,All institutions<sup>a</sup>,Millersville U. Pennsylvania,2,488,113,113,0,0,452,113,113,0,0,394,0,0,0,0
3542,r490,All institutions<sup>a</sup> -> Bastyr U.,All institutions<sup>a</sup>,Bastyr U.,2,489,112,112,0,0,453,112,112,0,0,394,0,0,0,0
3542,r491,All institutions<sup>a</sup> -> Clarion U. Pennsylvania,All institutions<sup>a</sup>,Clarion U. Pennsylvania,2,489,112,15,0,97,453,112,15,0,97,394,0,0,0,0
3542,r492,All institutions<sup>a</sup> -> Dominican U. California,All institutions<sup>a</sup>,Dominican U. California,2,491,111,111,0,0,456,111,111,0,0,394,0,0,0,0
3542,r493,All institutions<sup>a</sup> -> Frederick S. Pardee RAND Graduate School,All institutions<sup>a</sup>,Frederick S. Pardee RAND Graduate School,2,492,110,110,0,0,662,0,0,0,0,269,110,110,0,0
3542,r494,"All institutions<sup>a</sup> -> SUNY, Buffalo State",All institutions<sup>a</sup>,"SUNY, Buffalo State",2,492,110,97,13,0,457,110,97,13,0,394,0,0,0,0
3542,r495,All institutions<sup>a</sup> -> U. del Turabo,All institutions<sup>a</sup>,U. del Turabo,2,494,107,97,10,0,556,45,35,10,0,298,62,62,0,0
3542,r496,All institutions<sup>a</sup> -> Valparaiso U.,All institutions<sup>a</sup>,Valparaiso U.,2,495,106,106,0,0,460,106,106,0,0,394,0,0,0,0
3542,r497,"All institutions<sup>a</sup> -> U. Hawaii, Hilo",All institutions<sup>a</sup>,"U. Hawaii, Hilo",2,496,105,97,0,8,471,97,97,0,0,384,8,0,0,8
3542,r498,All institutions<sup>a</sup> -> Marywood U.,All institutions<sup>a</sup>,Marywood U.,2,496,105,76,0,29,461,105,76,0,29,394,0,0,0,0
3542,r499,All institutions<sup>a</sup> -> Western State Colorado U.,All institutions<sup>a</sup>,Western State Colorado U.,2,496,105,105,0,0,461,105,105,0,0,394,0,0,0,0
3542,r500,All institutions<sup>a</sup> -> Yeshiva U.,All institutions<sup>a</sup>,Yeshiva U.,2,499,104,104,0,0,618,19,19,0,0,278,85,85,0,0
3542,r501,All institutions<sup>a</sup> -> Northern Michigan U.,All institutions<sup>a</sup>,Northern Michigan U.,2,499,104,81,0,23,464,104,81,0,23,394,0,0,0,0
3542,r502,All institutions<sup>a</sup> -> LeTourneau U.,All institutions<sup>a</sup>,LeTourneau U.,2,501,103,99,4,0,465,103,99,4,0,394,0,0,0,0
3542,r503,All institutions<sup>a</sup> -> Oregon Institute of Technology,All institutions<sup>a</sup>,Oregon Institute of Technology,2,501,103,15,53,35,465,103,15,53,35,394,0,0,0,0
3542,r504,All institutions<sup>a</sup> -> Wesleyan U.,All institutions<sup>a</sup>,Wesleyan U.,2,503,102,102,0,0,571,34,34,0,0,293,68,68,0,0
3542,r505,All institutions<sup>a</sup> -> Metropolitan State U.,All institutions<sup>a</sup>,Metropolitan State U.,2,503,102,96,0,6,469,102,96,0,6,394,0,0,0,0
3542,r506,All institutions<sup>a</sup> -> Tiffin U.,All institutions<sup>a</sup>,Tiffin U.,2,505,98,98,0,0,470,98,98,0,0,394,0,0,0,0
3542,r507,"All institutions<sup>a</sup> -> CUNY, Lehman C.",All institutions<sup>a</sup>,"CUNY, Lehman C.",2,506,96,96,0,0,472,96,96,0,0,394,0,0,0,0
3542,r508,All institutions<sup>a</sup> -> Delaware State U.,All institutions<sup>a</sup>,Delaware State U.,2,507,94,94,0,0,531,59,59,0,0,328,35,35,0,0
3542,r509,"All institutions<sup>a</sup> -> California State U., Bakersfield",All institutions<sup>a</sup>,"California State U., Bakersfield",2,508,93,93,0,0,476,93,93,0,0,394,0,0,0,0
3542,r510,"All institutions<sup>a</sup> -> U. Texas, Permian Basin",All institutions<sup>a</sup>,"U. Texas, Permian Basin",2,508,93,70,2,21,476,93,70,2,21,394,0,0,0,0
3542,r511,"All institutions<sup>a</sup> -> City of Hope, Irell and Manella Graduate School of Biological Sciences",All institutions<sup>a</sup>,"City of Hope, Irell and Manella Graduate School of Biological Sciences",2,510,91,91,0,0,662,0,0,0,0,274,91,91,0,0
3542,r512,All institutions<sup>a</sup> -> Bloomsburg U. Pennsylvania,All institutions<sup>a</sup>,Bloomsburg U. Pennsylvania,2,510,91,21,0,70,479,91,21,0,70,394,0,0,0,0
3542,r513,All institutions<sup>a</sup> -> Fort Valley State U.,All institutions<sup>a</sup>,Fort Valley State U.,2,510,91,21,0,70,479,91,21,0,70,394,0,0,0,0
3542,r514,All institutions<sup>a</sup> -> Quinnipiac U.,All institutions<sup>a</sup>,Quinnipiac U.,2,510,91,91,0,0,479,91,91,0,0,394,0,0,0,0
3542,r515,All institutions<sup>a</sup> -> Springfield C.,All institutions<sup>a</sup>,Springfield C.,2,514,90,86,0,4,497,82,78,0,4,384,8,8,0,0
3542,r516,All institutions<sup>a</sup> -> Bradley U.,All institutions<sup>a</sup>,Bradley U.,2,514,90,38,52,0,483,90,38,52,0,394,0,0,0,0
3542,r517,All institutions<sup>a</sup> -> Evergreen State C.,All institutions<sup>a</sup>,Evergreen State C.,2,514,90,90,0,0,483,90,90,0,0,394,0,0,0,0
3542,r518,All institutions<sup>a</sup> -> Framingham State C.,All institutions<sup>a</sup>,Framingham State C.,2,517,89,89,0,0,485,89,89,0,0,394,0,0,0,0
3542,r519,All institutions<sup>a</sup> -> U. Wisconsin-Oshkosh,All institutions<sup>a</sup>,U. Wisconsin-Oshkosh,2,518,88,88,0,0,486,88,88,0,0,394,0,0,0,0
3542,r520,All institutions<sup>a</sup> -> Cedars-Sinai Medical Center,All institutions<sup>a</sup>,Cedars-Sinai Medical Center,2,519,87,87,0,0,556,45,45,0,0,322,42,42,0,0
3542,r521,All institutions<sup>a</sup> -> U. of the Incarnate Word,All institutions<sup>a</sup>,U. of the Incarnate Word,2,519,87,73,0,14,489,86,72,0,14,393,1,1,0,0
3542,r522,All institutions<sup>a</sup> -> Indiana Institute of Technology,All institutions<sup>a</sup>,Indiana Institute of Technology,2,519,87,87,0,0,487,87,87,0,0,394,0,0,0,0
3542,r523,All institutions<sup>a</sup> -> Oklahoma Christian U.,All institutions<sup>a</sup>,Oklahoma Christian U.,2,519,87,0,87,0,487,87,0,87,0,394,0,0,0,0
3542,r524,All institutions<sup>a</sup> -> Cooper Union for the Advancement of Science and Art,All institutions<sup>a</sup>,Cooper Union for the Advancement of Science and Art,2,523,86,0,86,0,489,86,0,86,0,394,0,0,0,0
3542,r525,"All institutions<sup>a</sup> -> SUNY, Oswego",All institutions<sup>a</sup>,"SUNY, Oswego",2,523,86,38,0,48,489,86,38,0,48,394,0,0,0,0
3542,r526,All institutions<sup>a</sup> -> Salus U.,All institutions<sup>a</sup>,Salus U.,2,525,85,14,0,71,516,72,1,0,71,373,13,13,0,0
3542,r527,All institutions<sup>a</sup> -> U. North Alabama,All institutions<sup>a</sup>,U. North Alabama,2,525,85,85,0,0,492,85,85,0,0,394,0,0,0,0
3542,r528,All institutions<sup>a</sup> -> Bowie State U.,All institutions<sup>a</sup>,Bowie State U.,2,527,84,84,0,0,567,37,37,0,0,312,47,47,0,0
3542,r529,All institutions<sup>a</sup> -> Virginia State U.,All institutions<sup>a</sup>,Virginia State U.,2,527,84,84,0,0,525,68,68,0,0,369,16,16,0,0
3542,r530,All institutions<sup>a</sup> -> Texas A&M U.-Central Texas,All institutions<sup>a</sup>,Texas A&M U.-Central Texas,2,527,84,84,0,0,493,84,84,0,0,394,0,0,0,0
3542,r531,"All institutions<sup>a</sup> -> Texas A&M U., San Antonio",All institutions<sup>a</sup>,"Texas A&M U., San Antonio",2,527,84,73,0,11,493,84,73,0,11,394,0,0,0,0
3542,r532,All institutions<sup>a</sup> -> Shippensburg U. Pennsylvania,All institutions<sup>a</sup>,Shippensburg U. Pennsylvania,2,531,83,83,0,0,495,83,83,0,0,394,0,0,0,0
3542,r533,All institutions<sup>a</sup> -> Canisius C.,All institutions<sup>a</sup>,Canisius C.,2,532,82,60,0,22,497,82,60,0,22,394,0,0,0,0
3542,r534,All institutions<sup>a</sup> -> Jacksonville State U.,All institutions<sup>a</sup>,Jacksonville State U.,2,532,82,82,0,0,497,82,82,0,0,394,0,0,0,0
3542,r535,All institutions<sup>a</sup> -> Bridgewater State U.,All institutions<sup>a</sup>,Bridgewater State U.,2,534,81,81,0,0,501,81,81,0,0,394,0,0,0,0
3542,r536,All institutions<sup>a</sup> -> Gallaudet U.,All institutions<sup>a</sup>,Gallaudet U.,2,535,80,70,0,10,623,16,16,0,0,297,64,54,0,10
3542,r537,All institutions<sup>a</sup> -> Suffolk U.,All institutions<sup>a</sup>,Suffolk U.,2,536,79,74,0,5,647,6,6,0,0,289,73,68,0,5
3542,r538,All institutions<sup>a</sup> -> Xavier U.,All institutions<sup>a</sup>,Xavier U.,2,536,79,53,0,26,541,53,53,0,0,346,26,0,0,26
3542,r539,"All institutions<sup>a</sup> -> SUNY, C. Brockport",All institutions<sup>a</sup>,"SUNY, C. Brockport",2,536,79,63,0,16,503,79,63,0,16,394,0,0,0,0
3542,r540,All institutions<sup>a</sup> -> Southern Nazarene U.,All institutions<sup>a</sup>,Southern Nazarene U.,2,536,79,79,0,0,503,79,79,0,0,394,0,0,0,0
3542,r541,All institutions<sup>a</sup> -> U. Guam,All institutions<sup>a</sup>,U. Guam,2,540,78,78,0,0,506,78,78,0,0,394,0,0,0,0
3542,r542,All institutions<sup>a</sup> -> Mississippi U. for Women,All institutions<sup>a</sup>,Mississippi U. for Women,2,541,77,7,0,70,507,77,7,0,70,394,0,0,0,0
3542,r543,All institutions<sup>a</sup> -> Endicott C.,All institutions<sup>a</sup>,Endicott C.,2,542,76,56,0,20,611,20,20,0,0,302,56,36,0,20
3542,r544,All institutions<sup>a</sup> -> Monmouth U.,All institutions<sup>a</sup>,Monmouth U.,2,542,76,53,23,0,510,76,53,23,0,394,0,0,0,0
3542,r545,All institutions<sup>a</sup> -> Memorial Sloan Kettering Cancer Center,All institutions<sup>a</sup>,Memorial Sloan Kettering Cancer Center,2,544,75,75,0,0,662,0,0,0,0,283,75,75,0,0
3542,r546,"All institutions<sup>a</sup> -> SUNY, C. Cortland",All institutions<sup>a</sup>,"SUNY, C. Cortland",2,544,75,2,0,73,511,75,2,0,73,394,0,0,0,0
3542,r547,All institutions<sup>a</sup> -> Oklahoma City U.,All institutions<sup>a</sup>,Oklahoma City U.,2,546,74,52,0,22,544,52,52,0,0,355,22,0,0,22
3542,r548,All institutions<sup>a</sup> -> South Carolina State U.,All institutions<sup>a</sup>,South Carolina State U.,2,546,74,0,0,74,513,74,0,0,74,394,0,0,0,0
3542,r549,All institutions<sup>a</sup> -> Charles R. Drew U. of Medicine and Science,All institutions<sup>a</sup>,Charles R. Drew U. of Medicine and Science,2,548,73,28,0,45,515,73,28,0,45,394,0,0,0,0
3542,r550,All institutions<sup>a</sup> -> Kettering U.,All institutions<sup>a</sup>,Kettering U.,2,549,72,0,72,0,516,72,0,72,0,394,0,0,0,0
3542,r551,All institutions<sup>a</sup> -> Gannon U.,All institutions<sup>a</sup>,Gannon U.,2,550,71,27,44,0,518,71,27,44,0,394,0,0,0,0
3542,r552,"All institutions<sup>a</sup> -> Minnesota State U., Moorhead",All institutions<sup>a</sup>,"Minnesota State U., Moorhead",2,550,71,26,0,45,518,71,26,0,45,394,0,0,0,0
3542,r553,"All institutions<sup>a</sup> -> SUNY, Fredonia",All institutions<sup>a</sup>,"SUNY, Fredonia",2,550,71,14,0,57,518,71,14,0,57,394,0,0,0,0
3542,r554,All institutions<sup>a</sup> -> Aurora U.,All institutions<sup>a</sup>,Aurora U.,2,553,70,63,0,7,522,70,63,0,7,394,0,0,0,0
3542,r555,All institutions<sup>a</sup> -> Rivier U.,All institutions<sup>a</sup>,Rivier U.,2,553,70,56,0,14,522,70,56,0,14,394,0,0,0,0
3542,r556,All institutions<sup>a</sup> -> Western U. of Health Sciences,All institutions<sup>a</sup>,Western U. of Health Sciences,2,555,69,54,0,15,524,69,54,0,15,394,0,0,0,0
3542,r557,All institutions<sup>a</sup> -> Coastal Carolina U.,All institutions<sup>a</sup>,Coastal Carolina U.,2,556,68,68,0,0,533,57,57,0,0,376,11,11,0,0
3542,r558,All institutions<sup>a</sup> -> DeSales U.,All institutions<sup>a</sup>,DeSales U.,2,556,68,68,0,0,525,68,68,0,0,394,0,0,0,0
3542,r559,All institutions<sup>a</sup> -> Georgia C. and State U.,All institutions<sup>a</sup>,Georgia C. and State U.,2,558,66,23,0,43,527,66,23,0,43,394,0,0,0,0
3542,r560,All institutions<sup>a</sup> -> New Mexico Highlands U.,All institutions<sup>a</sup>,New Mexico Highlands U.,2,558,66,66,0,0,527,66,66,0,0,394,0,0,0,0
3542,r561,All institutions<sup>a</sup> -> Widener U.,All institutions<sup>a</sup>,Widener U.,2,560,64,0,26,38,595,26,0,26,0,325,38,0,0,38
3542,r562,All institutions<sup>a</sup> -> Albany Medical C.,All institutions<sup>a</sup>,Albany Medical C.,2,561,63,63,0,0,626,15,15,0,0,310,48,48,0,0
3542,r563,All institutions<sup>a</sup> -> Edinboro U. Pennsylvania,All institutions<sup>a</sup>,Edinboro U. Pennsylvania,2,562,62,21,0,41,529,62,21,0,41,394,0,0,0,0
3542,r564,All institutions<sup>a</sup> -> Caldwell U.,All institutions<sup>a</sup>,Caldwell U.,2,563,58,58,0,0,564,42,42,0,0,369,16,16,0,0
3542,r565,All institutions<sup>a</sup> -> Arkansas Tech U.,All institutions<sup>a</sup>,Arkansas Tech U.,2,563,58,49,9,0,532,58,49,9,0,394,0,0,0,0
3542,r566,"All institutions<sup>a</sup> -> U. Arkansas, Pine Bluff",All institutions<sup>a</sup>,"U. Arkansas, Pine Bluff",2,565,57,57,0,0,541,53,53,0,0,391,4,4,0,0
3542,r567,All institutions<sup>a</sup> -> U. of Mary Hardin Baylor,All institutions<sup>a</sup>,U. of Mary Hardin Baylor,2,565,57,57,0,0,533,57,57,0,0,394,0,0,0,0
3542,r568,All institutions<sup>a</sup> -> Roger Williams U.,All institutions<sup>a</sup>,Roger Williams U.,2,567,56,56,0,0,535,56,56,0,0,394,0,0,0,0
3542,r569,All institutions<sup>a</sup> -> Weber State U.,All institutions<sup>a</sup>,Weber State U.,2,567,56,44,12,0,535,56,44,12,0,394,0,0,0,0
3542,r570,All institutions<sup>a</sup> -> U. Montevallo,All institutions<sup>a</sup>,U. Montevallo,2,569,55,0,0,55,537,55,0,0,55,394,0,0,0,0
3542,r571,All institutions<sup>a</sup> -> U. of Saint Mary,All institutions<sup>a</sup>,U. of Saint Mary,2,569,55,55,0,0,537,55,55,0,0,394,0,0,0,0
3542,r572,All institutions<sup>a</sup> -> Fayetteville State U.,All institutions<sup>a</sup>,Fayetteville State U.,2,571,54,54,0,0,539,54,54,0,0,394,0,0,0,0
3542,r573,All institutions<sup>a</sup> -> Kentucky State U.,All institutions<sup>a</sup>,Kentucky State U.,2,571,54,54,0,0,539,54,54,0,0,394,0,0,0,0
3542,r574,All institutions<sup>a</sup> -> Vanguard U. of Southern California,All institutions<sup>a</sup>,Vanguard U. of Southern California,2,573,53,53,0,0,541,53,53,0,0,394,0,0,0,0
3542,r575,All institutions<sup>a</sup> -> Biola U.,All institutions<sup>a</sup>,Biola U.,2,574,52,52,0,0,662,0,0,0,0,307,52,52,0,0
3542,r576,All institutions<sup>a</sup> -> Cold Spring Harbor Laboratory,All institutions<sup>a</sup>,Cold Spring Harbor Laboratory,2,574,52,52,0,0,662,0,0,0,0,307,52,52,0,0
3542,r577,All institutions<sup>a</sup> -> St. Thomas U.,All institutions<sup>a</sup>,St. Thomas U.,2,574,52,39,0,13,544,52,39,0,13,394,0,0,0,0
3542,r578,"All institutions<sup>a</sup> -> U. South Florida, Saint Petersburg",All institutions<sup>a</sup>,"U. South Florida, Saint Petersburg",2,577,51,51,0,0,546,51,51,0,0,394,0,0,0,0
3542,r579,All institutions<sup>a</sup> -> Winthrop U.,All institutions<sup>a</sup>,Winthrop U.,2,577,51,51,0,0,546,51,51,0,0,394,0,0,0,0
3542,r580,All institutions<sup>a</sup> -> Andrews U.,All institutions<sup>a</sup>,Andrews U.,2,579,50,50,0,0,643,8,8,0,0,322,42,42,0,0
3542,r581,All institutions<sup>a</sup> -> Wilkes U.,All institutions<sup>a</sup>,Wilkes U.,2,579,50,5,9,36,629,14,5,9,0,327,36,0,0,36
3542,r582,All institutions<sup>a</sup> -> Florida Polytechnic U.,All institutions<sup>a</sup>,Florida Polytechnic U.,2,579,50,27,23,0,548,50,27,23,0,394,0,0,0,0
3542,r583,All institutions<sup>a</sup> -> John Carroll U.,All institutions<sup>a</sup>,John Carroll U.,2,582,49,49,0,0,549,49,49,0,0,394,0,0,0,0
3542,r584,All institutions<sup>a</sup> -> U. of the Virgin Islands,All institutions<sup>a</sup>,U. of the Virgin Islands,2,582,49,49,0,0,549,49,49,0,0,394,0,0,0,0
3542,r585,All institutions<sup>a</sup> -> California U. of Science and Medicine,All institutions<sup>a</sup>,California U. of Science and Medicine,2,584,48,48,0,0,552,48,48,0,0,394,0,0,0,0
3542,r586,All institutions<sup>a</sup> -> Fitchburg State U.,All institutions<sup>a</sup>,Fitchburg State U.,2,585,47,47,0,0,553,47,47,0,0,394,0,0,0,0
3542,r587,All institutions<sup>a</sup> -> Longwood U.,All institutions<sup>a</sup>,Longwood U.,2,586,46,0,0,46,555,46,0,0,46,394,0,0,0,0
3542,r588,All institutions<sup>a</sup> -> Alfred U.,All institutions<sup>a</sup>,Alfred U.,2,587,45,0,45,0,585,28,0,28,0,366,17,0,17,0
3542,r589,All institutions<sup>a</sup> -> Plymouth State U.,All institutions<sup>a</sup>,Plymouth State U.,2,587,45,45,0,0,556,45,45,0,0,394,0,0,0,0
3542,r590,All institutions<sup>a</sup> -> U. West Alabama,All institutions<sup>a</sup>,U. West Alabama,2,587,45,45,0,0,556,45,45,0,0,394,0,0,0,0
3542,r591,"All institutions<sup>a</sup> -> California State U., Stanislaus",All institutions<sup>a</sup>,"California State U., Stanislaus",2,590,44,44,0,0,560,44,44,0,0,394,0,0,0,0
3542,r592,"All institutions<sup>a</sup> -> Toyota Technological Institute, Chicago",All institutions<sup>a</sup>,"Toyota Technological Institute, Chicago",2,591,43,43,0,0,662,0,0,0,0,321,43,43,0,0
3542,r593,All institutions<sup>a</sup> -> Bard C.,All institutions<sup>a</sup>,Bard C.,2,591,43,43,0,0,561,43,43,0,0,394,0,0,0,0
3542,r594,All institutions<sup>a</sup> -> Bethune-Cookman U.,All institutions<sup>a</sup>,Bethune-Cookman U.,2,591,43,30,0,13,561,43,30,0,13,394,0,0,0,0
3542,r595,All institutions<sup>a</sup> -> Truman State U.,All institutions<sup>a</sup>,Truman State U.,2,591,43,0,0,43,561,43,0,0,43,394,0,0,0,0
3542,r596,All institutions<sup>a</sup> -> Ithaca C.,All institutions<sup>a</sup>,Ithaca C.,2,595,41,41,0,0,565,41,41,0,0,394,0,0,0,0
3542,r597,"All institutions<sup>a</sup> -> U. Texas Health Science Center, Tyler",All institutions<sup>a</sup>,"U. Texas Health Science Center, Tyler",2,596,37,10,0,27,567,37,10,0,27,394,0,0,0,0
3542,r598,All institutions<sup>a</sup> -> Calvin C.,All institutions<sup>a</sup>,Calvin C.,2,597,36,0,0,36,569,36,0,0,36,394,0,0,0,0
3542,r599,All institutions<sup>a</sup> -> Smith C.,All institutions<sup>a</sup>,Smith C.,2,597,36,10,0,26,569,36,10,0,26,394,0,0,0,0
3542,r600,All institutions<sup>a</sup> -> Van Andel Institute,All institutions<sup>a</sup>,Van Andel Institute,2,599,34,34,0,0,662,0,0,0,0,332,34,34,0,0
3542,r601,All institutions<sup>a</sup> -> Bryn Mawr C.,All institutions<sup>a</sup>,Bryn Mawr C.,2,599,34,34,0,0,656,3,3,0,0,338,31,31,0,0
3542,r602,All institutions<sup>a</sup> -> Bemidji State U.,All institutions<sup>a</sup>,Bemidji State U.,2,599,34,34,0,0,571,34,34,0,0,394,0,0,0,0
3542,r603,All institutions<sup>a</sup> -> Christopher Newport U.,All institutions<sup>a</sup>,Christopher Newport U.,2,602,33,33,0,0,574,33,33,0,0,394,0,0,0,0
3542,r604,All institutions<sup>a</sup> -> Fisk U.,All institutions<sup>a</sup>,Fisk U.,2,602,33,33,0,0,574,33,33,0,0,394,0,0,0,0
3542,r605,All institutions<sup>a</sup> -> Mills C.,All institutions<sup>a</sup>,Mills C.,2,602,33,33,0,0,574,33,33,0,0,394,0,0,0,0
3542,r606,All institutions<sup>a</sup> -> Gonzaga U.,All institutions<sup>a</sup>,Gonzaga U.,2,605,32,22,10,0,578,32,22,10,0,394,0,0,0,0
3542,r607,"All institutions<sup>a</sup> -> Oklahoma State U., Center for Health Sciences",All institutions<sup>a</sup>,"Oklahoma State U., Center for Health Sciences",2,606,31,31,0,0,637,10,10,0,0,356,21,21,0,0
3542,r608,All institutions<sup>a</sup> -> American Museum of Natural History,All institutions<sup>a</sup>,American Museum of Natural History,2,606,31,31,0,0,626,15,15,0,0,369,16,16,0,0
3542,r609,All institutions<sup>a</sup> -> Saint Martin's U.,All institutions<sup>a</sup>,Saint Martin's U.,2,606,31,12,19,0,579,31,12,19,0,394,0,0,0,0
3542,r610,All institutions<sup>a</sup> -> Savannah State U.,All institutions<sup>a</sup>,Savannah State U.,2,606,31,31,0,0,579,31,31,0,0,394,0,0,0,0
3542,r611,All institutions<sup>a</sup> -> Sanford-Burnham Medical Research Institute,All institutions<sup>a</sup>,Sanford-Burnham Medical Research Institute,2,610,30,30,0,0,662,0,0,0,0,341,30,30,0,0
3542,r612,"All institutions<sup>a</sup> -> Colorado State U., Pueblo",All institutions<sup>a</sup>,"Colorado State U., Pueblo",2,611,29,18,11,0,581,29,18,11,0,394,0,0,0,0
3542,r613,"All institutions<sup>a</sup> -> Pontifical Catholic U. Puerto Rico, Mayaguez",All institutions<sup>a</sup>,"Pontifical Catholic U. Puerto Rico, Mayaguez",2,611,29,29,0,0,581,29,29,0,0,394,0,0,0,0
